EDCS-ID,inscription,Comment
EDCS-38600022,"[Bona pulchra] Proser[pin]a Pl[utonis u]x{s}or s{e}[ive] / [me Salviam d{e}ic]ere [oportet erip]ias s[al]utem / [corpus colorem vires virtutes 3]ae Aqu[illiae] / [tradas Plutoni viro tuo ne] pos[sit cogit]ationibus [suis] / [hoc quicquid vitare tradas i]lla[m f]ebri qua[rt]ana[e] / [tertianae cottidianae quae cum illa l]uctent(ur) / [deluctent(ur) illam evincant vi]ncant u[sque] / [dum animam eius eripiant qua]re hanc / [victimam tibi] tra[do Proserpina] s{e}ive me / [Proserpina sive me Acherousia]m dic[ere oportet] / [mi(hi) mittas arcessitum canem] tric[pitem] / [qui Aquilliae cor eripiat polli]carus / [illi te daturum tres victimas pal]ma[s caricas] / [porcum nigrum hoc si perfecerit ante mensem] / [Martium haec Salvia tibi dabo cum] / [compotem feceris do tibi caput 3] / [Aquilliae] Pros[erpina Salvia d]o t[ib]i [frontem 3] / [Aquillia Pro]serpin[a Salvia] d[o ti]bi su[percilia] / [3 Aquilliae Proserpina Salvia do tibi palpebras] / [3 Aquilliae P]ros[erpina Salvia do tibi pu]pilla[s] / [3 Aquilliae Proserpina Salvia d]o t[ibi labra auriculas nasum linguam [3] / [Aquilliae ne dicere possit 3 Aquillia quid sibi doleat collum umeros bracchia digitos] / [ne possit aliquid se a]diuta[re pectus] / [iocinera cor pulmon]es [ne possit sentire] / [quid sibi doleat i]nt[estina ventrem umblicum] / [latera ne possit dormire scapulas ne] / [possit sana dormire vis]c(re)m sacrum] / [ne possit urinam facere] f[emina] / [nates anum genua tibia]s cru[ra pedes] / [talos plantas digi]tos [ungues ne possit] / [s]tare sua [virtute sive plus] / s{e}ive parv[um sc]riptum [fuerit] / [quomodo quicquid] leg[itime scri]psi[t] / [mandavit] s{e}[ic ego Aquillinam tibi trado] / [mando ut trad]as m[andes illam mens / [Februario male pereat male exeat male] / [disp]er[at mandes tradas ne possit amplius] / [ullum mensem aspicere videre contemplari]  

 https://usepigraphy.brown.edu/projects/usep/inscription/MD.Balt.JHU.L.Tmp97.6.5/",NA
EDCS-33400793,"dis avibus / lusciniae philumenae ex aviario domitior / selectae versicolori pulcerrimae cantrici / suaviss omnib gratiis ad digitum pipillanti / in poculu murrhino caput abluenti / infeliciter summersae heu misella / avicula hinc inde volitabas tota / garrula tota festiva latitas modo / inter pulla leptunis loculamenta / implumis frigidula clausis ocellis / licinia philumena deliciae suae / quam in sinu fastillis alebat / in proprio cubiculo alumnae kariss / lacrumans pos / {h}ave avis iocundissima quae mihi volans / obvia blando personans rostello salve / toties cecinisti cave avis avia averna / vale et vola per elisium / in cavea picta slatans quae dulce canebat / muta tenebrosa nunc iacet in cavea  
10.5944/etfii.31.2018.23035",DOI:
EDCS-17200201,"to 213;   b:  23 to 116;   c:  23 to 116;   d:  23 to 116         

 
 
C(aius) Avillius Licinius Trosius curator / scholam de suo fecit // Bebrix Aug(usti) l(ibertus) Drusianus A(ulus) Fabius Xanthus cur(atores) scribis librariis et praeconibus aedil(ium) cur(ulium) scholam / ab inchoato refecerunt marmoribus ornaverunt Victoriam Augustam et sedes aeneas et cetera ornamenta de sua pecunia [dederunt] // A(ulus) Fabius Xanthus Bebrix Aug(usti) l(ibertus) Drusianus cur(atores) scribis librariis et praeconibus aedil(ium) cur(ulium) scholam / ab inchoato refecerunt marmoribus ornaverunt Victoriam Augustam et sedes aeneas et cetera ornamenta dederunt // Bebrix Aug(usti) l(ibertus) Drusianus A(ulus) Fabius Xanthus cur(atores) imagines argenteas deorum septem post dedicationem scholae / et mutulos cum tabella aenea de sua pecunia dederunt  

 https://digi.vatlib.it/view/MSS_Vat.lat.5241/0330",NA
EDCS-17301049,"Foedusve cum quibus volet facere liceat ita uti licuit divo Aug(usto) / Ti(berio) Iulio Caesari Aug(usto) Tiberioque Claudio Caesari Aug(usto) Germanico / utique ei senatum habere relationem facere remittere senatus / consulta per relationem discessionemque facere liceat / ita uti licuit divo Aug(usto) Ti(berio) Iulio Caesari Aug(usto) Ti(berio) Claudio Caesari / Augusto Germanico / utique cum ex voluntate auctoritateve iussu mandatuve eius / praesenteve eo senatus habebitur omnium rerum ius perinde / habeatur servetur ac si e lege senatus esset habereturque / utique quos magistratum potestatem imperium curationemve / cuius rei petentes senatui populoque Romano commendaverit / quibusque suffragationem suam dederit promiserit eorum / comitis quibusque extra ordinem ratio habeatur / utique ei fines pomerii proferre promovere cum ex re publica / censebit esse liceat ita uti licuit Ti(berio) Claudio Caesari Aug(usto) / Germanico / utique quaecuque ex usu rei publicae maiestate divinarum / huma(na)rum publicarum privatarumque rerum esse {e} / censebit ei agere facere ius potestasque sit ita uti divo Aug(usto) / Tiberioque Iulio Caesari Aug(usto) Tiberioque Claudio Caesari / Aug(usto) Germanico fuit / utique quibus legibus plebeive scitis scriptum fuit ne divus Aug(ustus) / Tiberiusve Iulius Caesar Aug(ustus) Tiberiusve Claudius Caesar Aug(ustus) / Germanicus tenerentur iis legibus plebisque scitis Imp(erator) Caesar / Vespasianus solutus sit quaeque ex quaque lege rogatione / divum Aug(ustum) Tiberiumve Iulium Caesarem Aug(ustum) Tiberiumve / Claudium Caesarem Aug(ustum) Germanicum facere oportuit / ea omnia Imp(eratori) Caesari Vespasiano Aug(usto) facere liceat / utique quae ante hanc legem rogatam acta gesta / decreta imperata ab Imperatore Caesare Vespasiano Aug(usto) / iussu mandatuve eius a quoque sunt ea perinde iusta rataq(ue) / sint ac si populi plebisve iussu acta essent / sanctio / si quis huiusce legis ergo adversus leges rogationes plebisve scita / senatusve consulta fecit fecerit sive quod eum ex lege rogatione / plebisve scito s(enatus)ve c(onsulto) facere oportebit non fecerit huius legis / ergo id ei ne fraudi esto neve quit ob eam rem populo dare debeto / neve cui de ea re actio neve iudicatio esto neve quis de ea re apud / [s]e agi sinito  

 http://census.bbaw.de/jumpto/CS_MonumentSearch/217433?eadb_frame=top&easydb=dkrq0o60p9lcfu9r2i3sgj0tp7&select_id=217433",NA
EDCS-19600336,"Licentiosus / [6] // Purpureus / Entinus / Bacc(h)ibus // Astacius // Astacius / Astivus |(obitus) // Iaculator // [6] / Rodan[3] |(obitus) // Melitio // Talamonius / Aureus |(obitus) // Cupido |(obitus) / Bellerefons // [6] / Pampineus // PI[3] // Arius // Eliacer // Melea[ger(?)] / [6] // [3]us vic(it) // Mazicinus / Alumnus vic(it) // Ideus r(e)t(iarius) // Callimorfus / Mazicinus // [3]us vic(it) / Callimorfus // Serpeneus // Sabatius  

 http://tess.beniculturali.unipd.it/web/scheda/?recid=6273",NA
EDCS-00600983,"D(is) M(anibus) / T(ito) Flavi(o) Ae[3] / I[3]gia Galatia / coniugi karissim(o) / fecit  

 https://digi.vatlib.it/view/MSS_Vat.lat.5241/0730",NA
EDCS-18700069,"] omnipotentique Consta[3] / [3]us doctissimi iusti [3] / [3]um florentis[3] / [3]ur maxim[3]  

 https://journals.openedition.org/mefra/9382",NA
EDCS-19500050,"to 400;   b:  328 to 337         

 
 
virtu]te praeci[puo 3] / [3 pie]tatis(?) fastig[io // c]lemen[tissimo 3] / [3]co n[  

 https://journals.openedition.org/mefra/9382",NA
EDCS-38400921,"Enni/a Fort/una  

10.34780/aa.v0i2.1006",DOI:
EDCS-16700042,"Imp(eratoris) Caes(aris) Aug(usti) Vespasiani / sub cura Callisti Aug(usti) l(iberti) proc(uratoris) / IIIXX  

 https://www.penn.museum/collections/object/225822",NA
EDCS-70900128,"Flaviae / Publiciae / v(irgini) V(estali) / maximae / immunis / in iugo  

 https://usepigraphy.brown.edu/projects/usep/inscription/NY.NY.MMA.L.23.160.50/ ;  
 https://www.metmuseum.org/art/collection/search/251394",NA
EDCS-70900126,"[3 Part]henius fec(it)  


comment
https://usepigraphy.brown.edu/projects/usep/inscription/CA.Malibu.JPGM.L.80.AI.15.1/;  
http://www.getty.edu/art/collection/objects/15207/unknown-maker-pipe-fragment-roman-late-1st-early-2nd-century/",NA
EDCS-70900127,"[3]m co(n)s(ul) Met(ius?) Modes(tus?) [3]  


comment
https://usepigraphy.brown.edu/projects/usep/inscription/CA.Malibu.JPGM.L.80.AI.15.1bis/;  
http://www.getty.edu/art/collection/objects/15208/unknown-maker-pipe-fragment-roman-late-1st-early-2nd-century/",NA
EDCS-14804152,"Isi Victrici sacr(um) / C(aius) Pontius C(ai) l(ibertus) / Fidelis sevir Aug(ustalis) / ex imp(erio)  

 http://www.tavernaducalepopoli.beniculturali.it/index.php?it/23/la-raccolta/25/cippo",NA
EDCS-14804154,"Attini aram {V} / lunam argenteam / p(ondo) |(sextantem) pos(u)it P(ublius) Mariu(s) / Pharetra sacerd(os) // Attini aram / lunam argent(eam) / p(ondo) |(sextantem) pos(u)it P(ublius) Marius / Pharetra sacer(dos) // Acca L(uci) f(ilia) Prima / ministra Matris / Magnae Matrem / refecit magnam / et inauravit et Atti/ni comam inau/ravit et / Bellonam refecit  

 http://www.tavernaducalepopoli.beniculturali.it/index.php?it/23/la-raccolta/21/ara",NA
EDCS-76300189,https://journals.openedition.org/mefra/3387,NA
EDCS-05400304,"A(ulus) Aebutius / Cordi lib(ertus) Marinus / sibi et Mestriae / Fortunatae / uxori t(estamento) f(ieri) i(ussit)  

 https://digi.vatlib.it/view/MSS_Vat.lat.5237/0354",NA
EDCS-74800010,"]mb() d[ 

 http://www.museocivico.rovereto.tn.it/UploadDocs/11_art04.pdf",NA
